protein_A	protein_B	UniProt ID (protein_A)	UniProt ID (protein_B)	source
evgA__b2369__JW2366	yfbB__b2263__JW2258	P0ACZ4	P37355	Y2H
glxK__b0514__JW0502	yfbF__b2254__JW2248	P77364	P77757	LIT
crp__b3357__JW5702	yfbG__b2255__JW2249	P0ACJ8	P77398	Y2H
ynbC__b1410__JW1407	yfbG__b2255__JW2249	P76092	P77398	LIT
groL__b4143__JW4103	yfbH__b2256__JW2250	P0A6F5	P76472	LIT
artP__b0864__JW0848	yfbN__b2273__JW2268	P0AAF6	P76484	Y2H
pyrC__b1062__JW1049	yfbN__b2273__JW2268	P05020	P76484	Y2H
rpmD__b3302__JW3264	yfbN__b2273__JW2268	P0AG51	P76484	Y2H
yffI__b2438__JW2431	yfbN__b2273__JW2268	P76540	P76484	Y2H
tufB__b3980__JW3943	yfbQ__b2290__JW2287	P0A6N1	P0A959	LIT
cbpA__b1000__JW0985	yfbT__b2293__JW5376	P36659	P77625	LIT
pta__b2297__JW2294	yfbT__b2293__JW5376	P0A9M8	P77625	Y2H
murC__b0091__JW0089	yfcC__b2298__JW2295	P17952	P39263	LIT
panC__b0133__JW0129	yfcD__b2299__JW2296	P31663	P65556	Y2H_LIT
fliM__b1945__JW1929	yfcL__b2325__JW2322	P06974	P64540	Y2H
ydbD__b1407__JW5221	yfcL__b2325__JW2322	P25907	P64540	Y2H
dppF__b3540__JW3509	yfcM__b2326__JW5381	P37313	P76938	Y2H
ilvN__b3670__JW3645	yfcM__b2326__JW5381	P0ADF8	P76938	Y2H
rhoL__b3782__JW3755	yfcM__b2326__JW5381	NoData	P76938	Y2H
ubiF__b0662__JW0659	yfcM__b2326__JW5381	P75728	P76938	Y2H
yggT__b2952__JW2919	yfcM__b2326__JW5381	P64564	P76938	Y2H
cyaY__b3807__JW3779	yfcQ__b2334__JW2331	P27838	P76500	Y2H
frwB__b3950__JW3922	yfcQ__b2334__JW2331	P69816	P76500	Y2H
glgX__b3431__JW3394	yfcQ__b2334__JW2331	P15067	P76500	Y2H
NoData__b2858__JW5460	yfcQ__b2334__JW2331	NoData	P76500	Y2H
trpR__b4393__JW4356	yfcQ__b2334__JW2331	P0A881	P76500	Y2H
yciX__b4522__JW5198+JW5199	yfcQ__b2334__JW2331	NoData	P76500	Y2H
ygbF__b2754__JW5438	yfcQ__b2334__JW2331	P45956	P76500	Y2H
yheS__b3352__JW3315	yfcQ__b2334__JW2331	P63389	P76500	Y2H
yifE__b3764__JW3737	yfcQ__b2334__JW2331	P0ADN2	P76500	Y2H
yjfN__b4188__JW5742	yfcQ__b2334__JW2331	P0AF82	P76500	Y2H
ymfH__b1142__JW1128	yfcQ__b2334__JW2331	NoData	P76500	Y2H
cysM__b2421__JW2414	yfcR__b2335__JW2332	P16703	P76501	Y2H
NoData__b1028__JW5145	yfcR__b2335__JW2332	NoData	P76501	Y2H
sfcA__b1479__JW5238	yfcR__b2335__JW2332	P26616	P76501	Y2H
yheS__b3352__JW3315	yfcR__b2335__JW2332	P63389	P76501	Y2H
NoData__b2858__JW5460	yfcV__b2339__JW2336	NoData	P77288	Y2H
aceF__b0115__JW0111	yfcX__b2341__JW2338	P06959	P77399	LIT
yfcX__b2341__JW2338	yfcY__b2342__JW2339	P77399	P76503	LIT
ybhK__b0780__JW0763	yfdE__b2371__JW2368	P75767	P76518	LIT
era__b2566__JW2550	yfdF__b2345__JW2342	P06616	P76505	Y2H
yfcX__b2341__JW2338	yfdH__b2351__JW2347	P77399	P77293	LIT
rplB__b3317__JW3279	yfdP__b2359__JW2356	P60422	P76512	LIT
dnaA__b3702__JW3679	yfdR__b2361__JW2358	P03004	P76514	Y2H
yfdZ__b2379__JW2376	yfdZ__b2379__JW2376	P77434	P77434	Y2H
ypdE__b2384__JW2381	yfdZ__b2379__JW2376	P77585	P77434	Y2H
metN__b0199__JW0195	yfeA__b2395__JW5391	P30750	P23842	LIT
mfd__b1114__JW1100	yffB__b2471__JW2455	P30958	P24178	LIT
yffB__b2471__JW2455	yffB__b2471__JW2455	P24178	P24178	Y2H
eutL__b2439__JW2432	yffI__b2438__JW2431	P76541	P76540	LIT
mreB__b3251__JW3220	yfgA__b2516__JW2500	P0A9X4	P27434	LIT
aas__b2836__JW2804	yfgB__b2517__JW2501	P31119	P36979	LIT
aceF__b0115__JW0111	yfgB__b2517__JW2501	P06959	P36979	LIT
dnaJ__b0015__JW0014	yfgB__b2517__JW2501	P08622	P36979	LIT
gatY__b2096__JW5343	yfgB__b2517__JW2501	P37192	P36979	LIT
hrpA__b1413__JW5905	yfgB__b2517__JW2501	P43329	P36979	LIT
malT__b3418__JW3381	yfgB__b2517__JW2501	P06993	P36979	Y2H_LIT
nuoC__b2286__JW5375	yfgB__b2517__JW2501	P33599	P36979	LIT
ompC__b2215__JW2203	yfgB__b2517__JW2501	P06996	P36979	LIT
phoE__b0241__JW0231	yfgB__b2517__JW2501	P02932	P36979	LIT
phoR__b0400__JW0390	yfgB__b2517__JW2501	P08400	P36979	LIT
pnp__b3164__JW5851	yfgB__b2517__JW2501	P05055	P36979	LIT
rluB__b1269__JW1261	yfgB__b2517__JW2501	P37765	P36979	LIT
rne__b1084__JW1071	yfgB__b2517__JW2501	P21513	P36979	LIT
rnr__b4179__JW5741	yfgB__b2517__JW2501	P21499	P36979	LIT
rplO__b3301__JW3263	yfgB__b2517__JW2501	P02413	P36979	Y2H_LIT
rpsF__b4200__JW4158	yfgB__b2517__JW2501	P02358	P36979	LIT
rpsG__b3341__JW3303	yfgB__b2517__JW2501	P02359	P36979	LIT
secA__b0098__JW0096	yfgB__b2517__JW2501	P10408	P36979	LIT
selB__b3590__JW3563	yfgB__b2517__JW2501	P14081	P36979	LIT
srmB__b2576__JW2560	yfgB__b2517__JW2501	P21507	P36979	LIT
tsr__b4355__JW4318	yfgB__b2517__JW2501	P02942	P36979	LIT
tufB__b3980__JW3943	yfgB__b2517__JW2501	P0A6N1	P36979	LIT
ycbY__b0948__JW0931	yfgB__b2517__JW2501	P75864	P36979	LIT
ydcP__b1435__JW1431	yfgB__b2517__JW2501	P76104	P36979	LIT
yfgB__b2517__JW2501	yfgB__b2517__JW2501	P36979	P36979	Y2H
ygiF__b3054__JW3026	yfgB__b2517__JW2501	P30871	P36979	LIT
yhiR__b3499__JW3466	yfgB__b2517__JW2501	P37634	P36979	LIT
rcsB__b2217__JW2205	yfgM__b2513__JW2497	P69407	P76576	LIT
elaC__b2268__JW2263	yfhA__b2554__JW2538	P0A8V0	P0AFU4	Y2H
bolA__b0435__JW5060	yfhL__b2562__JW2546	P0ABE2	P52102	Y2H
hisF__b2025__JW2007	yfhL__b2562__JW2546	P60664	P52102	Y2H
holA__b0640__JW0635	yfhL__b2562__JW2546	P28630	P52102	Y2H
minD__b1175__JW1164	yfhL__b2562__JW2546	P0AEZ3	P52102	Y2H
trxA__b3781__JW5856	yfhL__b2562__JW2546	P0AA25	P52102	Y2H
yfdQ__b2360__JW2357	yfhQ__b2532__JW2516	P76513	P0AE01	Y2H
frr__b0172__JW0167	yfiA__b2597__JW2578	P0A805	P0AD49	Y2H
yfiA__b2597__JW2578	yfiA__b2597__JW2578	P0AD49	P0AD49	Y2H
murG__b0090__JW0088	yfiF__b2581__JW2565	P17443	P0AGJ5	Y2H
ybcY__b0562__JW0551	yfiM__b2586__JW2570	NoData	P46126	Y2H
accD__b2316__JW2313	yfiO__b2595__JW2577	P0A9Q5	P0AC02	Y2H
atoA__b2222__JW2216	yfiO__b2595__JW2577	P76459	P0AC02	Y2H_LIT
dnaJ__b0015__JW0014	yfiQ__b2584__JW2568	P08622	P76594	LIT
groL__b4143__JW4103	yfiQ__b2584__JW2568	P0A6F5	P76594	LIT
rne__b1084__JW1071	yfiQ__b2584__JW2568	P21513	P76594	LIT
rplO__b3301__JW3263	yfiQ__b2584__JW2568	P02413	P76594	LIT
ulaR__b4191__JW4149	yfiQ__b2584__JW2568	P0A9W0	P76594	Y2H
yagX__b0291__JW0285	yfiQ__b2584__JW2568	P77802	P76594	Y2H
ybgH__b0709__JW0699	yfiQ__b2584__JW2568	P75742	P76594	Y2H
lolE__b1118__JW1104	yfjD__b4461__JW5415	P75958	P37908	Y2H
groL__b4143__JW4103	yfjK__b2627__JW2608	P0A6F5	P52126	LIT
groL__b4143__JW4103	yfjN__b2630__JW2611	P0A6F5	P52129	LIT
dusC__b2140__JW2128	yfjW__b2642__JW2623	P33371	P52138	LIT
groL__b4143__JW4103	ygaF__b2660__JW2635	P0A6F5	P37339	LIT
bolA__b0435__JW5060	ygaV__b2667__JW2642	P0ABE2	P77295	Y2H
cytR__b3934__JW3905	ygaV__b2667__JW2642	P0ACN7	P77295	Y2H
nikR__b3481__JW3446	ygaV__b2667__JW2642	P0A6Z6	P77295	Y2H
NoData__b2648__JW5423	ygaV__b2667__JW2642	NoData	P77295	Y2H
parE__b3030__JW2998	ygbK__b2737__JW2707	P20083	Q46889	LIT
groL__b4143__JW4103	ygbM__b2739__JW2709	P0A6F5	Q46891	LIT
astE__b1744__JW1733	ygbT__b2755__JW2725	P76215	Q46896	Y2H
bioB__b0775__JW0758	ygbT__b2755__JW2725	P12996	Q46896	Y2H
glnA__b3870__JW3841	ygbT__b2755__JW2725	P0A9C5	Q46896	Y2H
rbsA__b3749__JW3728	ygbT__b2755__JW2725	P04983	Q46896	Y2H
sufS__b1680__JW1670	ygbT__b2755__JW2725	P77444	Q46896	Y2H
udk__b2066__JW2051	ygbT__b2755__JW2725	P0A8F4	Q46896	Y2H
ybcY__b0562__JW0551	ygbT__b2755__JW2725	NoData	Q46896	Y2H
yedV__b1968__JW1951	ygbT__b2755__JW2725	P76339	Q46896	Y2H
ygbT__b2755__JW2725	ygbT__b2755__JW2725	Q46896	Q46896	Y2H
ygiT__b3021__JW2989	ygbT__b2755__JW2725	Q46864	Q46896	Y2H
ygjR__b3087__JW3058	ygbT__b2755__JW2725	P42599	Q46896	Y2H
yihP__b3877__JW3848	ygbT__b2755__JW2725	P32137	Q46896	Y2H
rplB__b3317__JW3279	ygcF__b2777__JW2748	P60422	P64554	LIT
yggL__b2959__JW2926	ygcL__b2760__JW2730	P38521	Q46901	Y2H
dnaK__b0014__JW0013	ygcP__b2768__JW2738	P0A6Y8	Q46906	LIT
citB__b0620__JW0612	ygcQ__b2769__JW5440	P0AEF4	Q46907	Y2H
ygcQ__b2769__JW5440	ygcR__b2770__JW5441	Q46907	Q46908	Y2H
ykgK__b0294__JW5031	ygcR__b2770__JW5441	P71301	Q46908	Y2H
groL__b4143__JW4103	ygdH__b2795__JW2766	P0A6F5	P0ADR8	LIT
csdA__b2810__JW2781	ygdK__b2811__JW2782	Q46925	P0AGF2	Y2H_LIT
nadE__b1740__JW1729	ygdK__b2811__JW2782	P18843	P0AGF2	LIT
groL__b4143__JW4103	ygeA__b2840__JW2808	P0A6F5	P03813	LIT
nudG__b1759__JW1748	ygeA__b2840__JW2808	P77788	P03813	LIT
groL__b4143__JW4103	ygeH__b2852__JW2820	P0A6F5	P76639	LIT
tufB__b3980__JW3943	ygeV__b2869__JW2837	P0A6N1	Q46802	LIT
ybdM__b0601__JW0594	ygeV__b2869__JW2837	P77174	Q46802	Y2H
ygeV__b2869__JW2837	ygeV__b2869__JW2837	Q46802	Q46802	Y2H
lpd__b0116__JW0112	ygfF__b2902__JW2870	P0A9P0	P52037	LIT
nadE__b1740__JW1729	ygfH__b2920__JW2887	P18843	P52043	LIT
groL__b4143__JW4103	ygfJ__b2877__JW2845	P0A6F5	Q46810	LIT
lrhA__b2289__JW2284	ygfK__b2878__JW5923	P36771	Q46811	Y2H
entA__b0596__JW0588	ygfY__b2897__JW2865	P15047	P64559	Y2H
sdhA__b0723__JW0713	ygfY__b2897__JW2865	P0AC41	P64559	Y2H
ydiB__b1692__JW1682	yggG__b2936__JW2903	P0A6D5	P25894	LIT
flgC__b1074__JW1061	yggH__b2960__JW2927	P0ABX2	P0A8I5	LIT
flgM__b1071__JW1058	yggH__b2960__JW2927	P0AEM4	P0A8I5	LIT
carA__b0032__JW0030	yggM__b2956__JW2923	P0A6F1	P46142	LIT
groL__b4143__JW4103	yggR__b2950__JW2917	P0A6F5	P52052	LIT
yggR__b2950__JW2917	yggR__b2950__JW2917	P52052	P52052	Y2H
aat__b0885__JW0868	yggX__b2962__JW2929	P0A8P1	P0A8P3	Y2H
pepD__b0237__JW0227	yggX__b2962__JW2929	P15288	P0A8P3	LIT
hyaD__b0975__JW0957	yghF__b2970__JW5484	P19930	Q46834	Y2H
frlD__b3374__JW3337	yghK__b2975__JW2942	P45543	Q46839	Y2H
proA__b0243__JW0233	yghO__b2981__JW5848	P07004	Q46840	LIT
pheT__b1713__JW1703	yghQ__b2983__JW5490	P07395	Q46841	LIT
groL__b4143__JW4103	yghT__b2986__JW2954	P0A6F5	Q46844	LIT
groL__b4143__JW4103	yghZ__b3001__JW2970	P0A6F5	Q46851	LIT
sufI__b3017__JW2985	yghZ__b3001__JW2970	P26648	Q46851	Y2H
yfbN__b2273__JW2268	yghZ__b3001__JW2970	P76484	Q46851	Y2H
aceF__b0115__JW0111	ygiF__b3054__JW3026	P06959	P30871	LIT
cbpA__b1000__JW0985	ygiF__b3054__JW3026	P36659	P30871	LIT
ompC__b2215__JW2203	ygiF__b3054__JW3026	P06996	P30871	LIT
phoE__b0241__JW0231	ygiF__b3054__JW3026	P02932	P30871	LIT
araC__b0064__JW0063	ygiL__b3043__JW3011	P0A9E0	P39834	Y2H
aroB__b3389__JW3352	ygiL__b3043__JW3011	P07639	P39834	Y2H
aroF__b2601__JW2582	ygiL__b3043__JW3011	P00888	P39834	Y2H
galE__b0759__JW0742	ygiL__b3043__JW3011	P09147	P39834	Y2H
galK__b0757__JW0740	ygiL__b3043__JW3011	P0A6T3	P39834	Y2H
glgX__b3431__JW3394	ygiL__b3043__JW3011	P15067	P39834	Y2H
glxR__b0509__JW0497	ygiL__b3043__JW3011	P77161	P39834	Y2H
hcaD__b2542__JW2526	ygiL__b3043__JW3011	P77650	P39834	Y2H
hyi__b0508__JW0496	ygiL__b3043__JW3011	P30147	P39834	Y2H
kdsD__b3197__JW3164	ygiL__b3043__JW3011	P45395	P39834	Y2H
kptA__b4331__JW5784	ygiL__b3043__JW3011	P39380	P39834	Y2H
mmuM__b0261__JW0253	ygiL__b3043__JW3011	Q47690	P39834	Y2H
murA__b3189__JW3156	ygiL__b3043__JW3011	P0A749	P39834	Y2H
mutT__b0099__JW0097	ygiL__b3043__JW3011	P08337	P39834	Y2H
pdxA__b0052__JW0051	ygiL__b3043__JW3011	P19624	P39834	Y2H
rluA__b0058__JW0057	ygiL__b3043__JW3011	P0AA37	P39834	Y2H
thiL__b0417__JW0407	ygiL__b3043__JW3011	P0AGG0	P39834	Y2H
trpC__b1262__JW1254	ygiL__b3043__JW3011	P00909	P39834	Y2H
uhpA__b3669__JW3644	ygiL__b3043__JW3011	P0AGA6	P39834	Y2H
yaiE__b0391__JW0382	ygiL__b3043__JW3011	P0C037	P39834	Y2H
yciX__b4522__JW5198+JW5199	ygiL__b3043__JW3011	NoData	P39834	Y2H
ydiU__b1706__JW1696	ygiL__b3043__JW3011	P77649	P39834	Y2H
yifE__b3764__JW3737	ygiL__b3043__JW3011	P0ADN2	P39834	Y2H
yohC__b2135__JW5356	ygiL__b3043__JW3011	P0AD17	P39834	Y2H
ytfB__b4206__JW5745	ygiL__b3043__JW3011	P39310	P39834	Y2H
nadE__b1740__JW1729	ygiN__b3029__JW2997	P18843	P0ADU2	LIT
yedO__b1919__JW5313	ygiP__b3060__JW3032	P76316	P45463	LIT
alkB__b2212__JW2200	ygiT__b3021__JW2989	P05050	Q46864	Y2H
ampE__b0111__JW0107	ygiT__b3021__JW2989	P0AE14	Q46864	Y2H
citE__b0616__JW0608	ygiT__b3021__JW2989	P0A9I1	Q46864	Y2H
clpA__b0882__JW0866	ygiT__b3021__JW2989	P0ABH9	Q46864	Y2H
cyaA__b3806__JW3778	ygiT__b3021__JW2989	P00936	Q46864	Y2H
cytR__b3934__JW3905	ygiT__b3021__JW2989	P0ACN7	Q46864	Y2H
eptB__b3546__JW5660	ygiT__b3021__JW2989	P37661	Q46864	Y2H
era__b2566__JW2550	ygiT__b3021__JW2989	P06616	Q46864	Y2H
hda__b2496__JW5397	ygiT__b3021__JW2989	P69931	Q46864	Y2H
hemL__b0154__JW0150	ygiT__b3021__JW2989	P23893	Q46864	Y2H
ilvI__b0077__JW0076	ygiT__b3021__JW2989	P00893	Q46864	Y2H
infA__b0884__JW0867	ygiT__b3021__JW2989	P69222	Q46864	Y2H
ispB__b3187__JW3154	ygiT__b3021__JW2989	P0AD57	Q46864	Y2H
lpxB__b0182__JW0177	ygiT__b3021__JW2989	P10441	Q46864	Y2H
mltB__b2701__JW2671	ygiT__b3021__JW2989	P41052	Q46864	Y2H
moaD__b0784__JW0767	ygiT__b3021__JW2989	P30748	Q46864	Y2H
obgE__b3183__JW3150	ygiT__b3021__JW2989	P42641	Q46864	Y2H
pbpG__b2134__JW5355	ygiT__b3021__JW2989	P0AFI5	Q46864	Y2H
pepT__b1127__JW1113	ygiT__b3021__JW2989	P29745	Q46864	Y2H
pheS__b1714__JW5277	ygiT__b3021__JW2989	P08312	Q46864	Y2H
putP__b1015__JW1001	ygiT__b3021__JW2989	P07117	Q46864	Y2H
rbsA__b3749__JW3728	ygiT__b3021__JW2989	P04983	Q46864	Y2H
rbsR__b3753__JW3732	ygiT__b3021__JW2989	P0ACQ0	Q46864	Y2H
rcsB__b2217__JW2205	ygiT__b3021__JW2989	P69407	Q46864	Y2H
rihC__b0030__JW0028	ygiT__b3021__JW2989	P22564	Q46864	Y2H
rpmE__b3936__JW3907	ygiT__b3021__JW2989	P0A7M9	Q46864	Y2H
rpoE__b2573__JW2557	ygiT__b3021__JW2989	P0AGB6	Q46864	Y2H
sixA__b2340__JW2337	ygiT__b3021__JW2989	P76502	Q46864	Y2H
yaiE__b0391__JW0382	ygiT__b3021__JW2989	P0C037	Q46864	Y2H
ybfE__b0685__JW5816	ygiT__b3021__JW2989	P0AAU7	Q46864	Y2H
ydcJ__b1423__JW1419	ygiT__b3021__JW2989	P76097	Q46864	Y2H
yecI__b1902__JW1890	ygiT__b3021__JW2989	P0A9A2	Q46864	Y2H
yegL__b2073__JW2058	ygiT__b3021__JW2989	P76396	Q46864	Y2H
yehI__b2118__JW2105	ygiT__b3021__JW2989	P33346	Q46864	Y2H
yfeS__b2420__JW2413	ygiT__b3021__JW2989	P78271	Q46864	Y2H
yfgD__b2495__JW2480	ygiT__b3021__JW2989	P76569	Q46864	Y2H
ygiT__b3021__JW2989	ygiT__b3021__JW2989	Q46864	Q46864	Y2H
ygjR__b3087__JW3058	ygiT__b3021__JW2989	P42599	Q46864	Y2H
yihL__b3872__JW3843	ygiT__b3021__JW2989	P0ACM9	Q46864	Y2H
yjgZ__b4277__JW4236	ygiT__b3021__JW2989	NoData	Q46864	Y2H
prfB__b2891__JW5847	ygjD__b3064__JW3036	P07012	P05852	LIT
tufB__b3980__JW3943	ygjD__b3064__JW3036	P0A6N1	P05852	LIT
yeaZ__b1807__JW1796	ygjD__b3064__JW3036	P76256	P05852	Y2H_LIT
ygjD__b3064__JW3036	ygjD__b3064__JW3036	P05852	P05852	Y2H_LIT
clpA__b0882__JW0866	ygjG__b3073__JW5510	P0ABH9	P42588	LIT
clpP__b0437__JW0427	ygjG__b3073__JW5510	P0A6G7	P42588	LIT
clpS__b0881__JW0865	ygjG__b3073__JW5510	P0A8Q6	P42588	LIT
deoA__b4382__JW4345	ygjK__b3080__JW3051	P07650	P42592	LIT
pbpG__b2134__JW5355	ygjM__b3082__JW3053	P0AFI5	P67701	Y2H
ygjM__b3082__JW3053	ygjN__b3083__JW3054	P67701	P64578	Y2H
yeeI__b1976__JW1958	ygjO__b3084__JW5513	P76346	P42596	Y2H
dmsA__b0894__JW5118	ygjR__b3087__JW3058	P18775	P42599	Y2H
mpl__b4233__JW4192	yhaK__b3106__JW3077	P37773	P42624	Y2H
yhaJ__b3105__JW3076	yhaK__b3106__JW3077	P67660	P42624	Y2H
bglF__b3722__JW3700	yhbC__b3170__JW5533	P08722	P0A8A8	Y2H
yehI__b2118__JW2105	yhbC__b3170__JW5533	P33346	P0A8A8	Y2H
ygeV__b2869__JW2837	yhbC__b3170__JW5533	Q46802	P0A8A8	Y2H
dnaN__b3701__JW3678	yhbH__b3203__JW3170	P0A988	P0AFX0	LIT
rplB__b3317__JW3279	yhbJ__b3205__JW3172	P60422	P0A894	LIT
aceF__b0115__JW0111	yhbU__b3158__JW3127	P06959	P45527	LIT
groL__b4143__JW4103	yhbU__b3158__JW3127	P0A6F5	P45527	LIT
tufB__b3980__JW3943	yhbU__b3158__JW3127	P0A6N1	P45527	LIT
yhbU__b3158__JW3127	yhbV__b3159__JW5530	P45527	P45475	LIT
ygfB__b2909__JW5473	yhbY__b3180__JW3147	P0A8C4	P0AGK4	Y2H
cysM__b2421__JW2414	yhcA__b3215__JW3182	P16703	P28722	Y2H
nadE__b1740__JW1729	yhcA__b3215__JW3182	P18843	P28722	LIT
sfcA__b1479__JW5238	yhcA__b3215__JW3182	P26616	P28722	Y2H
ftsZ__b0095__JW0093	yhcH__b3221__JW3190	P0A9A6	P45424	LIT
groL__b4143__JW4103	yhcM__b3232__JW3201	P0A6F5	P64612	LIT
ccmA__b2201__JW5366	yhcO__b3239__JW3208	P33931	P64616	Y2H
ppk__b2501__JW2486	yhcO__b3239__JW3208	P0A7B1	P64616	Y2H
yeiW__b4502__JW5361	yhcO__b3239__JW3208	P0AFT8	P64616	Y2H
yfjK__b2627__JW2608	yhcO__b3239__JW3208	P52126	P64616	Y2H
rpsH__b3306__JW3268	yhdH__b3253__JW3222	P0A7W7	P26646	Y2H
accD__b2316__JW2313	yhdJ__b3262__JW5543	P0A9Q5	P28638	Y2H
argK__b2918__JW2885	yhdJ__b3262__JW5543	P27254	P28638	Y2H
aroE__b3281__JW3242	yhdJ__b3262__JW5543	P15770	P28638	Y2H
astE__b1744__JW1733	yhdJ__b3262__JW5543	P76215	P28638	Y2H
cheW__b1887__JW1876	yhdJ__b3262__JW5543	P0A964	P28638	Y2H
cyaA__b3806__JW3778	yhdJ__b3262__JW5543	P00936	P28638	Y2H
elbB__b3209__JW3176	yhdJ__b3262__JW5543	P0ABU5	P28638	Y2H
envR__b3264__JW3232	yhdJ__b3262__JW5543	P0ACT2	P28638	Y2H
era__b2566__JW2550	yhdJ__b3262__JW5543	P06616	P28638	Y2H
glyQ__b3560__JW3531	yhdJ__b3262__JW5543	P00960	P28638	Y2H
groL__b4143__JW4103	yhdJ__b3262__JW5543	P0A6F5	P28638	LIT
hepA__b0059__JW0058	yhdJ__b3262__JW5543	P60240	P28638	Y2H
ispH__b0029__JW0027	yhdJ__b3262__JW5543	P62623	P28638	Y2H
mhpF__b0351__JW0342	yhdJ__b3262__JW5543	P77580	P28638	Y2H
mukE__b0923__JW0906	yhdJ__b3262__JW5543	P22524	P28638	Y2H
ptsN__b3204__JW3171	yhdJ__b3262__JW5543	P69829	P28638	Y2H
rbsA__b3749__JW3728	yhdJ__b3262__JW5543	P04983	P28638	Y2H
rnk__b0610__JW0602	yhdJ__b3262__JW5543	P0AFW4	P28638	Y2H
rpoE__b2573__JW2557	yhdJ__b3262__JW5543	P0AGB6	P28638	Y2H
sgbE__b3583__JW3555	yhdJ__b3262__JW5543	P37680	P28638	Y2H
speE__b0121__JW0117	yhdJ__b3262__JW5543	P09158	P28638	Y2H
ybcY__b0562__JW0551	yhdJ__b3262__JW5543	NoData	P28638	Y2H
ybdO__b0603__JW0596	yhdJ__b3262__JW5543	P77746	P28638	Y2H
ybgF__b0742__JW0732	yhdJ__b3262__JW5543	P45955	P28638	Y2H
yceP__b1060__JW5152	yhdJ__b3262__JW5543	P0AB33	P28638	Y2H
ycgR__b1194__JW1183	yhdJ__b3262__JW5543	P76010	P28638	Y2H
ydfT__b1559__JW1551	yhdJ__b3262__JW5543	P76161	P28638	Y2H
yebC__b1864__JW1853	yhdJ__b3262__JW5543	P0A8A0	P28638	Y2H
yfgD__b2495__JW2480	yhdJ__b3262__JW5543	P76569	P28638	Y2H
ygfB__b2909__JW5473	yhdJ__b3262__JW5543	P0A8C4	P28638	Y2H
ygiT__b3021__JW2989	yhdJ__b3262__JW5543	Q46864	P28638	Y2H
yiaJ__b3574__JW3546	yhdJ__b3262__JW5543	P37671	P28638	Y2H
yrdD__b3283__JW5949	yhdJ__b3262__JW5543	NoData	P28638	Y2H
dnaK__b0014__JW0013	yhdN__b3293__JW3255	P0A6Y8	P36677	LIT
yadB__b0144__JW5892	yhdP__b4472__JW5542	P27305	P46474	LIT
accC__b3256__JW3224	yhdY__b3270__JW5545	P24182	P45768	LIT
groL__b4143__JW4103	yhdZ__b3271__JW3239	P0A6F5	P45769	LIT
cbpA__b1000__JW0985	yheM__b3344__JW3306	P36659	P45531	LIT
tufB__b3980__JW3943	yheS__b3352__JW3315	P0A6N1	P63389	LIT
fic__b3361__JW3324	yhfG__b3362__JW3325	P20605	P0ADX5	Y2H
malT__b3418__JW3381	yhfW__b3380__JW3343	P06993	P45549	Y2H
xseA__b2509__JW2493	yhfW__b3380__JW3343	P04994	P45549	LIT
valS__b4258__JW4215	yhgF__b3407__JW3370	P07118	P46837	LIT
yhgF__b3407__JW3370	yhgF__b3407__JW3370	P46837	P46837	Y2H
ftsA__b0094__JW0092	yhhA__b3448__JW3413	P0ABH0	P0ADX7	Y2H
yhhA__b3448__JW3413	yhhA__b3448__JW3413	P0ADX7	P0ADX7	Y2H
dnaK__b0014__JW0013	yhhF__b3465__JW3430	P0A6Y8	P0ADX9	LIT
tufB__b3980__JW3943	yhhF__b3465__JW3430	P0A6N1	P0ADX9	LIT
atpA__b3734__JW3712	yhhI__b3484__JW3451	P0ABB0	P28912	Y2H
yigP__b3834__JW3811	yhhW__b3439__JW3402	P0ADP7	P46852	LIT
dnaK__b0014__JW0013	yhhX__b3440__JW3403	P0A6Y8	P46853	LIT
groL__b4143__JW4103	yhiF__b3507__JW3475	P0A6F5	P37195	LIT
murE__b0085__JW0083	yhiJ__b3488__JW3455	P22188	P37627	Y2H
sgbE__b3583__JW3555	yhiJ__b3488__JW3455	P37680	P37627	Y2H
yrbL__b3207__JW3174	yhiJ__b3488__JW3455	P64610	P37627	Y2H
groL__b4143__JW4103	yhiL__b3490__JW3457	P0A6F5	P37629	LIT
phnK__b4097__JW5727	yhiN__b3492__JW3459	P16678	P37631	Y2H
rluB__b1269__JW1261	yhiN__b3492__JW3459	P37765	P37631	LIT
ubiD__b3843__JW3819	yhiN__b3492__JW3459	P0AAB4	P37631	Y2H
yncC__b1450__JW1445	yhiN__b3492__JW3459	P76114	P37631	Y2H
groL__b4143__JW4103	yhiR__b3499__JW3466	P0A6F5	P37634	LIT
holC__b4259__JW4216	yhiR__b3499__JW3466	P28905	P37634	LIT
yihI__b3866__JW3837	yhiR__b3499__JW3466	P0A8H6	P37634	LIT
atpG__b3733__JW3711	yhjB__b3520__JW3488	P0ABA6	P37640	Y2H
groL__b4143__JW4103	yhjB__b3520__JW3488	P0A6F5	P37640	Y2H_LIT
metN__b0199__JW0195	yhjB__b3520__JW3488	P30750	P37640	LIT
mntR__b0817__JW0801	yhjB__b3520__JW3488	P0A9F1	P37640	Y2H
groL__b4143__JW4103	yhjH__b3525__JW3493	P0A6F5	P37646	LIT
hscC__b0650__JW0645	yhjK__b3529__JW5943	P77319	P37649	LIT
yiaF__b3554__JW5655	yiaC__b3550__JW3519	P0ADK0	P37664	Y2H
flhE__b1878__JW1867	yiaD__b3552__JW5657	P76297	P37665	LIT
yjeK__b4146__JW4106	yiaD__b3552__JW5657	P39280	P37665	LIT
